transcript_id,transcript_position,score
ENST00000002165,54,0.024362244
ENST00000002165,207,0.022474667
ENST00000002165,367,0.15992247
ENST00000002165,449,0.65634793
ENST00000002165,457,0.05286544
ENST00000002165,501,0.7375285
ENST00000002165,534,0.501541
ENST00000002165,547,0.23425417
ENST00000002165,567,0.05699303
ENST00000002165,572,0.9207371
ENST00000002165,576,0.08571176
ENST00000002165,589,0.98888993
ENST00000002165,680,0.100775234
ENST00000002165,708,0.21135038
ENST00000002165,771,0.05825705
ENST00000002165,900,0.003144716
ENST00000002165,907,0.84296757
ENST00000002165,933,0.08605124
ENST00000002165,941,0.07968196
ENST00000002165,948,0.022389885
ENST00000002165,952,0.08215706
ENST00000002165,990,0.12819646
ENST00000002165,1031,0.4621627
ENST00000002165,1163,0.03648888
ENST00000002165,1188,0.014129467
ENST00000002165,1273,0.42497587
ENST00000002165,1324,0.07617545
ENST00000002165,1339,0.38447708
ENST00000002165,1350,0.2674759
ENST00000002165,1387,0.83103514
ENST00000002165,1400,0.004961977
ENST00000002165,1445,0.87836415
ENST00000002165,1506,0.6341916
ENST00000002165,1553,0.121906064
ENST00000002165,1630,0.002504734
ENST00000002165,1639,0.29567102
ENST00000002596,968,0.01563509
ENST00000002596,1050,0.12015813
ENST00000002596,1100,0.10173703
ENST00000002596,1132,0.30727753
ENST00000002596,1280,0.7566665
ENST00000002596,1343,0.27059618
ENST00000002596,1532,0.11360326
ENST00000002596,1584,0.41943106
ENST00000002596,1617,0.07523787
ENST00000002596,1641,0.047881853
ENST00000002596,1734,0.98606575
ENST00000002596,1779,0.9445401
ENST00000002596,1842,0.884008
ENST00000002596,1908,0.9208266
ENST00000002596,1920,0.01291435
ENST00000002596,1925,0.03809596
ENST00000002596,1950,0.8104581
ENST00000002596,1962,0.6064512
ENST00000002596,2014,0.055596877
ENST00000002596,2026,0.9021013
ENST00000002596,2081,0.7313624
ENST00000002596,2088,0.9131064
ENST00000002596,2122,0.92422694
ENST00000002596,2314,0.00069739606
ENST00000002596,2344,0.6765133
ENST00000002596,2349,0.008139159
ENST00000002596,2414,0.0005323736
ENST00000002596,2668,0.025850322
ENST00000002596,2745,0.018309131
ENST00000003100,1022,0.0073947534
ENST00000003100,1072,0.55553967
ENST00000003100,1172,0.13200748
ENST00000003100,1177,0.0032388514
ENST00000003100,1210,0.23285213
ENST00000003100,1240,0.021344362
ENST00000003100,1247,0.0023405422
ENST00000003100,1291,0.09790233
ENST00000003100,1299,0.104520336
ENST00000003100,1305,0.022382038
ENST00000003100,1339,0.7958052
ENST00000003100,1348,0.23723364
ENST00000003100,1413,0.05647926
ENST00000003100,1421,0.45572367
ENST00000003100,1442,0.62344337
ENST00000003100,1472,0.0014416147
ENST00000003100,1564,0.72162575
ENST00000003100,1661,0.05286008
ENST00000003100,1773,0.029281368
ENST00000003100,1845,0.005969294
ENST00000003100,1880,0.031095617
ENST00000003100,1937,0.06518684
ENST00000003100,2055,0.41602978
ENST00000003100,2105,0.008900832
ENST00000003100,2175,0.01901518
ENST00000003100,2272,0.01789024
ENST00000003100,2310,0.067742534
ENST00000003100,2360,0.17962006
ENST00000003100,2737,0.6840258
ENST00000003100,2744,0.089085445
ENST00000003100,2873,0.06156282
ENST00000003100,2880,0.00056921196
ENST00000003100,2884,0.006007712
ENST00000003100,2916,0.09666202
ENST00000003100,2940,0.010421494
ENST00000003100,3020,0.05265223
ENST00000003100,3032,0.0065365206
ENST00000003100,3126,0.0032556728
ENST00000003100,3136,0.04273281
ENST00000003100,3147,0.041956306
ENST00000005257,470,0.05131383
ENST00000005257,504,0.102338895
ENST00000005257,525,0.07866505
ENST00000005257,600,0.08585883
ENST00000005257,696,0.20803984
ENST00000005257,759,0.0011729398
ENST00000005257,784,0.032918874
ENST00000005257,810,0.08189496
ENST00000005257,834,0.0024669033
ENST00000005257,845,0.023601871
ENST00000005257,857,0.020166408
ENST00000005257,873,0.04342165
ENST00000005257,924,0.089192316
ENST00000005257,2254,0.16857736
ENST00000005257,2323,0.087762915
ENST00000005257,2390,0.04302719
ENST00000005257,2440,0.13382415
ENST00000005257,2473,0.0007584951
ENST00000005257,2512,0.756558
ENST00000005257,2642,0.0068188114
ENST00000005257,2696,0.0005224347
ENST00000005257,2709,0.00083486864
ENST00000005257,2716,0.00091159384
ENST00000005257,2724,0.06883093
ENST00000005257,2737,0.08146136
ENST00000005257,2779,0.15613237
ENST00000005260,425,0.794754
ENST00000005260,467,0.3232251
ENST00000005260,542,0.5608818
ENST00000005260,585,0.037103184
ENST00000005260,590,0.27520317
ENST00000005260,686,0.26768824
ENST00000005260,711,0.021407288
ENST00000005260,829,0.008486772
ENST00000005260,863,0.065276995
ENST00000005260,897,0.031237787
ENST00000005260,957,0.04520597
ENST00000005260,984,0.68127453
ENST00000005260,1123,0.006309684
ENST00000005260,1220,0.7112225
ENST00000005260,1225,0.36718726
ENST00000005260,1251,0.059362993
ENST00000005260,1284,0.19176784
ENST00000005260,1361,0.37398648
ENST00000005260,1428,0.039649013
ENST00000005260,1440,0.20094907
ENST00000005260,1489,0.5809825
ENST00000005260,1626,0.119052194
ENST00000005260,1653,0.5626944
ENST00000005260,1684,0.071440674
ENST00000005260,1703,0.10821633
ENST00000005260,1756,0.9232068
ENST00000005260,1766,0.95290625
ENST00000005260,1861,0.015433563
ENST00000005260,1918,0.0153372465
ENST00000005260,1959,0.04088011
ENST00000005260,2005,0.12711237
ENST00000005260,2012,0.027750365
ENST00000005286,2622,0.050422005
ENST00000005286,2792,0.14917177
ENST00000005286,2812,0.34806433
ENST00000005286,2857,0.09542071
ENST00000005286,2867,0.76721084
ENST00000005286,2884,0.30994365
ENST00000005286,3054,0.6657911
ENST00000005286,3142,0.5377801
ENST00000005286,3163,0.8132339
ENST00000005286,3178,0.82340527
ENST00000005286,3227,0.12270218
ENST00000005286,3357,0.98196936
ENST00000005286,3397,0.9809475
ENST00000005286,3439,0.09538285
ENST00000005286,3453,0.001169922
ENST00000005286,3462,0.006058754
ENST00000005340,2421,0.78660685
ENST00000005340,2425,0.18165074
ENST00000005340,2536,0.4228284
ENST00000005340,2626,0.27365047
ENST00000005340,2672,0.017893966
ENST00000005340,2679,0.32509154
ENST00000005340,2754,0.41383976
ENST00000005340,2815,0.007865514
ENST00000005340,2828,0.09024833
ENST00000005340,2909,0.10224353
ENST00000005340,2988,0.028533423
ENST00000005386,183,0.018718088
ENST00000005386,223,0.049417384
ENST00000005386,238,0.010932836
ENST00000005386,354,0.07425013
ENST00000005386,363,0.018996546
ENST00000005386,400,0.0057883877
ENST00000005386,1187,0.86451995
ENST00000005386,1225,0.005353875
ENST00000005386,1451,0.012032601
ENST00000005386,1708,0.18190853
ENST00000005386,1714,0.13989785
ENST00000005386,1758,0.06559515
ENST00000005386,1786,0.06810072
ENST00000005386,1837,0.20857757
ENST00000005386,1914,0.067252554
ENST00000005386,1966,0.00862733
ENST00000005386,1975,0.25502655
ENST00000005386,2089,0.22372337
ENST00000005386,2144,0.16331692
ENST00000005386,2217,0.9749401
ENST00000005386,2228,0.23409641
ENST00000005386,2242,0.0065893843
ENST00000005386,2265,0.0029829948
ENST00000007264,108,0.8129547
ENST00000007264,223,0.061243303
ENST00000007264,243,0.6161519
ENST00000007264,249,0.13834408
ENST00000007264,298,0.14476617
ENST00000007264,370,0.034303512
ENST00000007264,420,0.1780158
ENST00000007264,471,0.0070679137
ENST00000007264,496,0.305006
ENST00000007264,553,0.061181076
ENST00000007264,590,0.102257356
ENST00000007264,651,0.30403134
ENST00000007264,708,0.2409037
ENST00000007264,736,0.1344567
ENST00000007264,787,0.642319
ENST00000007264,817,0.21995094
ENST00000007264,877,0.6493127
ENST00000007264,916,0.23574297
ENST00000007264,1008,0.97745913
ENST00000007264,1061,0.47851178
ENST00000007264,1066,0.97195363
ENST00000007264,1116,0.9855299
ENST00000007264,1293,0.9872802
ENST00000007264,1341,0.08540862
ENST00000007264,1366,0.4866111
ENST00000007264,1413,0.98559093
ENST00000007264,1564,0.0281914
ENST00000007264,1640,0.11531988
ENST00000007264,1923,0.8414484
ENST00000007264,2015,0.9620474
ENST00000007390,435,0.054453395
ENST00000007390,439,0.04317841
ENST00000007390,500,0.023946127
ENST00000007390,570,0.32408336
ENST00000007390,589,0.002790599
ENST00000007390,642,0.005411903
ENST00000007390,693,0.39234138
ENST00000007390,699,0.40916303
ENST00000007390,714,0.22533734
ENST00000007390,846,0.030060638
ENST00000007390,885,0.20608178
ENST00000007390,894,0.011280556
ENST00000007390,912,0.32925317
ENST00000007390,1041,0.9602531
ENST00000007390,1055,0.100471914
ENST00000007390,1096,0.9738149
ENST00000007390,1105,0.9544221
ENST00000007390,1151,0.96070015
ENST00000007516,186,0.2257946
ENST00000007516,204,0.3193567
ENST00000007516,307,0.09665621
ENST00000007516,329,0.5043663
ENST00000007516,337,0.058280863
ENST00000007516,346,0.094200164
ENST00000007516,385,0.01212415
ENST00000007516,397,0.0126300035
ENST00000007516,406,0.03350646
ENST00000007516,545,0.066633865
ENST00000007516,569,0.062545836
ENST00000007516,604,0.38887623
ENST00000007516,626,0.303074
ENST00000007516,632,0.13652563
ENST00000007516,650,0.19315915
ENST00000009041,186,0.06874675
ENST00000009041,244,0.0027247013
ENST00000009041,261,0.007800377
ENST00000009041,276,0.011127222
ENST00000009041,416,0.9068343
ENST00000009041,441,0.09524213
ENST00000009041,455,0.011150999
ENST00000009041,501,0.029526988
ENST00000009041,531,0.04822667
ENST00000009041,613,0.6462227
ENST00000009041,641,0.021201918
ENST00000009041,653,0.021958508
ENST00000009041,807,0.0603406
ENST00000009041,811,0.046233863
ENST00000009041,928,0.092860796
ENST00000009041,933,0.6136967
ENST00000009041,943,0.0039979345
ENST00000009041,955,0.27386084
ENST00000009041,987,0.01586438
ENST00000009041,1086,0.2042164
ENST00000009041,1206,0.009512331
ENST00000009041,1224,0.009836625
ENST00000009041,1268,0.0885404
ENST00000009041,1286,0.039362926
ENST00000009041,1381,0.013870833
ENST00000009041,1407,0.30752718
ENST00000009589,62,0.44520888
ENST00000009589,90,0.0065407734
ENST00000009589,147,0.006208911
ENST00000009589,195,0.00071831007
ENST00000009589,235,0.07656572
ENST00000009589,278,0.14717981
ENST00000009589,300,0.061244376
ENST00000009589,324,0.12764238
ENST00000009589,391,0.2962635
ENST00000009589,507,0.01702664
ENST00000011619,1016,0.0036243105
ENST00000011619,1097,0.0036966428
ENST00000011619,1157,0.13636553
ENST00000011619,1279,0.016916856
ENST00000011619,1331,0.020232152
ENST00000011619,1473,0.02593131
ENST00000011619,1651,0.106427245
ENST00000011619,1681,0.54928124
ENST00000011619,1686,0.108312845
ENST00000011619,1722,0.06471377
ENST00000011619,1743,0.1533869
ENST00000011619,1751,0.055534594
ENST00000011619,1781,0.015874127
ENST00000011619,1816,0.019140448
ENST00000011619,1821,0.017674027
ENST00000011619,1842,0.054900043
ENST00000011619,1954,0.35863343
ENST00000011619,1968,0.028845083
ENST00000011619,1980,0.09622819
ENST00000011619,1989,0.00918158
ENST00000011619,2043,0.030290842
ENST00000011619,2067,0.20729065
ENST00000011619,2083,0.29141167
ENST00000011619,2103,0.00132574
ENST00000011619,2120,0.032732654
ENST00000011619,2164,0.1863049
ENST00000011619,2185,0.92477417
ENST00000011619,2235,0.017230202
ENST00000011619,2305,0.022428853
ENST00000011619,2354,0.23201533
ENST00000011619,2414,0.03942549
ENST00000011619,2448,0.0022082964
ENST00000011619,2521,0.029507034
ENST00000011619,2538,0.024160484
ENST00000011619,2593,0.12947787
ENST00000011619,2629,0.013755219
ENST00000011619,2686,0.027610017
ENST00000011619,2703,0.0106892185
ENST00000011619,2765,0.005409357
ENST00000011619,2846,0.0017366895
ENST00000011619,2878,0.008284622
ENST00000011619,2888,0.011531845
ENST00000011619,2901,0.047603436
ENST00000011619,2914,0.11227514
ENST00000011619,2928,0.0004157216
ENST00000011619,2958,0.0062825386
ENST00000011619,2976,0.004321987
ENST00000011619,3084,0.00022009919
ENST00000012443,127,0.3344532
ENST00000012443,156,0.30616018
ENST00000012443,199,0.13329783
ENST00000012443,212,0.015469406
ENST00000012443,230,0.6350924
ENST00000012443,275,0.17383888
ENST00000012443,377,0.71532005
ENST00000012443,455,0.25202224
ENST00000012443,488,0.012435392
ENST00000012443,590,0.7803662
ENST00000012443,599,0.08215598
ENST00000012443,613,0.08038344
ENST00000012443,636,0.6784144
ENST00000012443,661,0.10432391
ENST00000012443,701,0.18827
ENST00000012443,711,0.17269176
ENST00000012443,787,0.025432406
ENST00000012443,802,0.19423811
ENST00000012443,827,0.4631314
ENST00000012443,848,0.0041652573
ENST00000012443,889,0.06352932
ENST00000012443,914,0.29158115
ENST00000012443,923,0.18633735
ENST00000012443,1018,0.23568314
ENST00000012443,1022,0.06863723
ENST00000012443,1031,0.26704526
ENST00000012443,1196,0.018708387
ENST00000012443,1250,0.03783131
ENST00000012443,1355,0.17477313
ENST00000012443,1364,0.643821
ENST00000012443,1472,0.09282296
ENST00000012443,1505,0.038662676
ENST00000012443,1652,0.6255223
ENST00000012443,1704,0.6623736
ENST00000012443,1802,0.08671921
ENST00000012443,1961,0.08557858
ENST00000013807,66,0.44649547
ENST00000013807,196,0.0526287
ENST00000013807,208,0.11222127
ENST00000013807,340,0.02703843
ENST00000013807,366,0.0057924455
ENST00000013807,470,0.021390762
ENST00000013807,643,0.03906534
ENST00000013807,679,0.5103788
ENST00000013807,822,0.0043130433
ENST00000013807,845,0.014604734
ENST00000013807,853,0.117436476
ENST00000013807,880,0.22210695
ENST00000013807,897,0.6769283
ENST00000013807,909,0.03096541
ENST00000013807,937,0.28982982
ENST00000013807,945,0.10971897
ENST00000013807,954,0.06619406
ENST00000013807,974,0.16159569
ENST00000013807,1054,0.09932917
ENST00000013807,1091,0.15513587
ENST00000013807,1103,0.1842194
ENST00000013807,1130,0.01902746
ENST00000013807,1137,0.14344725
ENST00000013807,1142,0.24635495
ENST00000013807,1195,0.7483095
ENST00000013807,1219,0.020344747
ENST00000014914,1593,0.9705694
ENST00000014914,1614,0.11507328
ENST00000014914,1744,0.040501993
ENST00000014914,1779,0.14903125
ENST00000014914,1823,0.01415443
ENST00000014914,1830,0.10919981
ENST00000014914,1872,0.100530535
ENST00000014914,1935,0.8774228
ENST00000014914,1963,0.07855248
ENST00000014914,1983,0.5652472
ENST00000014914,2056,0.76767117
ENST00000014914,2066,0.37817785
ENST00000014914,2077,0.36983728
ENST00000014914,2143,0.5493757
ENST00000014914,2238,0.05263197
ENST00000014914,2267,0.07391543
ENST00000014914,2385,0.006672015
ENST00000014914,2443,0.9730664
ENST00000014914,2505,0.048329994
ENST00000014914,2545,0.009780786
ENST00000014914,2775,0.025773976
ENST00000014914,2833,0.04673347
ENST00000014914,7139,0.15835787
ENST00000014930,297,0.072998405
ENST00000014930,370,0.05270657
ENST00000014930,393,0.011867214
ENST00000014930,475,0.040959522
ENST00000014930,508,0.14564306
ENST00000014930,586,0.033959307
ENST00000014930,649,0.1701242
ENST00000014930,673,0.013124093
ENST00000014930,723,0.032215033
ENST00000014930,732,0.40981546
ENST00000014930,741,0.30576026
ENST00000014930,748,0.8988852
ENST00000014930,798,0.36208907
ENST00000014930,835,5.7298406e-05
ENST00000014930,977,0.0061994297
ENST00000014930,1025,0.24045865
ENST00000016171,285,0.06222399
ENST00000016171,318,0.03447873
ENST00000016171,327,0.044919122
ENST00000016171,462,0.09659181
ENST00000016171,468,0.079078145
ENST00000016171,665,0.15058835
ENST00000016171,682,0.4931114
ENST00000016171,691,0.006827543
ENST00000016171,768,0.41180128
ENST00000016171,810,0.026376922
ENST00000016171,849,0.13633764
ENST00000016171,922,0.014043839
ENST00000016171,961,0.12671538
ENST00000016171,1107,0.33776924
ENST00000016171,1125,0.19820891
ENST00000016171,1262,0.8789367
ENST00000016171,1294,0.81047773
ENST00000016171,1308,0.9832019
ENST00000016171,1314,0.73120266
ENST00000016171,1347,0.95753306
ENST00000016171,1369,0.012369143
ENST00000016171,1375,0.08734069
ENST00000016171,2105,0.19355871
ENST00000016171,2112,0.21109691
ENST00000016171,2208,0.00060724514
ENST00000022615,7,0.00027521324
ENST00000022615,75,0.0040534274
ENST00000022615,93,0.17062443
ENST00000022615,156,0.024930933
ENST00000022615,164,0.0075584855
ENST00000022615,245,0.0048887357
ENST00000022615,264,0.024653703
ENST00000022615,271,0.6502672
ENST00000022615,294,0.102115594
ENST00000022615,300,0.022583185
ENST00000022615,314,0.017347405
ENST00000022615,355,0.3711336
ENST00000022615,359,0.16826236
ENST00000022615,384,0.11233294
ENST00000022615,472,0.19198191
ENST00000022615,540,0.079867356
ENST00000022615,556,0.15457334
ENST00000022615,597,0.40241173
ENST00000022615,677,0.027281063
ENST00000022615,687,0.025592003
ENST00000022615,698,0.3048559
ENST00000022615,711,0.0058544627
ENST00000022615,758,0.43303964
ENST00000022615,799,0.45529893
ENST00000022615,815,0.1377621
ENST00000022615,839,0.69127506
ENST00000022615,867,0.28099012
ENST00000022615,907,0.89097434
ENST00000022615,970,0.11861309
ENST00000022615,1021,0.9430563
ENST00000022615,1213,0.011987561
ENST00000022615,1264,0.047018334
ENST00000022615,1333,0.016694399
ENST00000023939,131,0.005373735
ENST00000023939,151,0.24846669
ENST00000023939,306,0.37133846
ENST00000023939,358,0.028229529
ENST00000023939,367,0.07357979
ENST00000023939,375,0.0021328705
ENST00000023939,405,0.01630999
ENST00000023939,467,0.014901266
ENST00000023939,516,0.0012820818
ENST00000023939,528,0.089063905
ENST00000023939,540,0.002882676
ENST00000023939,752,0.024105137
ENST00000023939,797,0.029635873
ENST00000023939,805,0.02863444
ENST00000023939,832,0.0021822138
ENST00000023939,875,0.28029242
ENST00000023939,920,0.022268603
ENST00000023939,1014,0.11741815
ENST00000023939,1306,0.33263153
ENST00000023939,1420,0.00709705
ENST00000023939,1427,0.95875174
ENST00000023939,1470,0.031533714
ENST00000023939,1523,0.23022953
ENST00000037243,158,0.06634644
ENST00000037243,171,0.031077316
ENST00000037243,263,0.0059242444
ENST00000037243,269,0.023601677
ENST00000037243,382,0.23687297
ENST00000037243,403,0.013847633
ENST00000037243,411,0.21377535
ENST00000037243,473,0.38334218
ENST00000037243,518,0.09619614
ENST00000037243,569,0.25630707
ENST00000037243,583,0.033586364
ENST00000037243,602,0.03659448
ENST00000037243,646,0.026349999
ENST00000037243,724,0.088339776
ENST00000037243,886,0.008895381
ENST00000037243,928,0.71216255
ENST00000037243,956,0.10461892
ENST00000037243,976,0.0012950142
ENST00000037869,149,0.061896443
ENST00000037869,203,0.22746818
ENST00000037869,308,0.20153412
ENST00000037869,401,0.95403314
ENST00000037869,412,0.009446328
ENST00000037869,428,0.12407804
ENST00000037869,454,0.03670102
ENST00000037869,639,0.9916939
ENST00000037869,784,0.02673062
ENST00000037869,811,0.6929282
ENST00000037869,835,0.0040256944
ENST00000037869,944,0.03257911
ENST00000037869,965,0.16998845
ENST00000037869,1056,0.60870355
ENST00000037869,1068,0.01255363
ENST00000037869,1084,0.023016492
ENST00000037869,1180,0.79275733
ENST00000037869,1191,0.025675746
ENST00000037869,1206,0.029943159
ENST00000037869,1262,0.0010567609
ENST00000037869,1270,0.00069280376
ENST00000037869,1275,0.816709
ENST00000037869,1289,0.027189745
ENST00000037869,1350,0.2547459
ENST00000037869,1416,0.027469622
ENST00000037869,1432,0.04467175
ENST00000037869,1485,0.0010882936
ENST00000037869,1501,0.025366906
ENST00000037869,1505,0.025618313
ENST00000037869,1565,0.009892672
ENST00000037869,1587,0.29522252
ENST00000037869,1774,0.0060651205
ENST00000044462,97,0.031117253
ENST00000044462,129,0.14579009
ENST00000044462,148,0.047453474
ENST00000044462,166,0.17003882
ENST00000044462,174,0.11416261
ENST00000044462,236,0.065106474
ENST00000044462,350,0.5109813
ENST00000044462,361,0.10182926
ENST00000044462,387,0.015957393
ENST00000044462,408,0.016666712
ENST00000044462,416,0.150456
ENST00000044462,503,0.0071012485
ENST00000044462,601,0.5183393
ENST00000044462,677,0.0092341425
ENST00000044462,682,0.09903913
ENST00000044462,702,0.020972414
ENST00000044462,747,0.4681265
ENST00000044462,764,0.05468746
ENST00000044462,798,0.0039844494
ENST00000044462,816,0.121580765
ENST00000044462,836,0.035541806
ENST00000044462,866,0.050996244
ENST00000044462,914,0.16703384
ENST00000044462,1024,0.65559614
ENST00000044462,1046,0.7591183
ENST00000053468,28,0.043746438
ENST00000053468,86,0.0019932494
ENST00000053468,161,0.031061549
ENST00000053468,190,0.003916667
ENST00000053468,195,0.013564057
ENST00000053468,205,0.0004424318
ENST00000053468,219,0.05509265
ENST00000053468,224,0.015746515
ENST00000053468,281,0.086382374
ENST00000053468,318,0.15589972
ENST00000053468,345,0.38831657
ENST00000053468,427,0.21624814
ENST00000053468,453,0.21134007
ENST00000053468,460,0.43339232
ENST00000053468,503,0.19222796
ENST00000053468,532,0.0075476696
ENST00000053468,538,0.13147905
ENST00000053468,549,0.20710082
ENST00000053468,561,0.20369545
ENST00000053468,586,0.03708421
ENST00000053468,726,0.13617885
ENST00000053468,776,0.7522448
ENST00000053468,790,0.0054085464
ENST00000053468,841,0.03434877
ENST00000053468,851,0.049870007
ENST00000053468,860,0.0581074
ENST00000053468,1097,0.00012791948
ENST00000053468,1137,0.08966475
ENST00000053468,1163,0.06687973
ENST00000053468,1184,0.18759634
ENST00000053468,1204,0.24871252
ENST00000053468,1317,0.089888
ENST00000053468,1472,0.07265996
ENST00000053468,1485,0.009786343
ENST00000053468,1495,0.048941474
ENST00000053468,1530,0.2989928
ENST00000053468,1592,0.24108855
ENST00000053468,1835,0.070579015
ENST00000053468,1851,0.059253827
ENST00000053468,1953,0.33577245
ENST00000053468,1977,0.0490617
ENST00000053468,2003,0.05194222
ENST00000053468,2052,0.077255204
ENST00000053867,253,0.018759293
ENST00000053867,262,0.17006682
ENST00000053867,286,0.0025631154
ENST00000053867,353,0.2824788
ENST00000053867,395,0.032622825
ENST00000053867,493,0.73711526
ENST00000053867,608,0.023624936
ENST00000053867,659,0.58609724
ENST00000053867,734,0.022088539
ENST00000053867,841,0.17660578
ENST00000053867,845,0.04025964
ENST00000053867,1004,0.30749273
ENST00000053867,1016,0.30592334
ENST00000053867,1061,0.6504772
ENST00000053867,1109,0.45759472
ENST00000053867,1205,0.19742073
ENST00000053867,1241,0.10611082
ENST00000053867,1263,0.34916988
ENST00000053867,1322,0.0829417
ENST00000053867,1451,0.34462976
ENST00000053867,1530,0.71163136
ENST00000053867,1577,0.02792899
ENST00000053867,1589,0.13847457
ENST00000053867,1618,0.10112383
ENST00000053867,1827,0.38814476
ENST00000053867,1844,1.4465905e-05
ENST00000053867,1849,0.063759625
ENST00000053867,1862,0.060960643
ENST00000053867,2012,0.80230415
ENST00000053867,2025,0.11406946
ENST00000053867,2041,0.9504236
ENST00000053867,2053,0.034507222
ENST00000053867,2070,0.7358569
ENST00000053867,2121,0.0015391799
ENST00000053867,2137,0.43383333
ENST00000053867,2258,0.30533662
ENST00000054666,75,0.042834938
ENST00000054666,156,0.31418964
ENST00000054666,166,0.0146561675
ENST00000054666,194,0.08108604
ENST00000054666,215,0.009469723
ENST00000054666,233,0.053394448
ENST00000054666,421,0.043677226
ENST00000054666,430,0.5496274
ENST00000054666,437,0.025254752
ENST00000054666,452,0.010271268
ENST00000054666,463,0.20356473
ENST00000054666,470,0.040349066
ENST00000054666,477,0.25704116
ENST00000054666,759,0.16531596
ENST00000054666,771,0.010017452
ENST00000054666,815,0.020344377
ENST00000054666,828,0.010559224
ENST00000054666,844,0.0015942234
ENST00000054666,893,0.049507126
ENST00000054666,920,0.3908846
ENST00000054666,1040,0.0042934725
ENST00000054666,1065,0.24135487
ENST00000054666,1077,0.06592737
ENST00000054666,1139,0.13442169
ENST00000054666,1169,0.44036832
ENST00000054666,1214,0.6138042
ENST00000054666,1260,0.023865392
ENST00000054666,1321,0.12097989
ENST00000054666,1327,0.36069602
ENST00000054666,1378,0.3921443
ENST00000054666,1433,0.11461498
ENST00000054666,1444,0.8201257
ENST00000054666,1478,0.15674907
ENST00000054666,1484,0.0029616037
ENST00000054666,1609,0.07212489
ENST00000054666,1670,0.012716505
ENST00000054666,1687,0.05910758
ENST00000054666,1707,0.5800383
ENST00000054666,1759,0.03229208
ENST00000054666,1787,0.1493721
ENST00000054666,1793,0.08878603
ENST00000054666,1835,0.3753012
ENST00000054666,1858,0.052337196
ENST00000054666,1892,0.6881379
ENST00000054666,1927,0.0022286717
ENST00000054666,2008,0.39615786
ENST00000054666,2049,0.4597897
ENST00000054666,2057,0.063865766
